PATH,TYPE,VALUE,MTIME
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$de${9225f034-ba9b-4eb3-97bb-7bafd20c419d}$$windows.data.unifiedtile.startglobalproperties,KEY,,2022-04-11 14:23:05
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$de${9225f034-ba9b-4eb3-97bb-7bafd20c419d}$$windows.data.unifiedtile.startglobalproperties/Current,KEY,,2022-04-11 14:23:09
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$de${9225f034-ba9b-4eb3-97bb-7bafd20c419d}$$windows.data.unifiedtile.startglobalproperties/Current/Data,BINARY,%02%00%00%00%DB%0A+%AB%AFM%D8%01%00%00%00%00CB%01%00%CB2%0A%03%05%CE%AB%D3%E9%02$%DA%F4%03D%C3%8A%01f%82%E5%8B%B1%AE%FD%FD%BB<%00%05%A0%8F%FC%C1%03$%8A%D0%03D%80%99%01f%B0%B5%99%DC%CD%B0%97%DEM%00%05%86%91%CC%93%05$%AA%A3%01D%C3%84%01f%9F%F7%9D%B1%87%CB%D1%AC%D4%01%00%C2<%01%C5Z%01%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$de${9225f034-ba9b-4eb3-97bb-7bafd20c419d}$start.suggestions$windows.data.curatedtilecollection.tilecollection,KEY,,2022-04-11 14:23:10
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$de${9225f034-ba9b-4eb3-97bb-7bafd20c419d}$start.suggestions$windows.data.curatedtilecollection.tilecollection/Current,KEY,,2022-04-11 14:23:10
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$de${9225f034-ba9b-4eb3-97bb-7bafd20c419d}$start.suggestions$windows.data.curatedtilecollection.tilecollection/Current/Data,BINARY,%02%00%00%00%CFI%E1%AB%AFM%D8%01%00%00%00%00CB%01%00%0A%0A%00%CA2%00%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$de${9225f034-ba9b-4eb3-97bb-7bafd20c419d}$start.tilegrid$windows.data.curatedtilecollection.tilecollection,KEY,,2022-04-11 14:23:04
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$de${9225f034-ba9b-4eb3-97bb-7bafd20c419d}$start.tilegrid$windows.data.curatedtilecollection.tilecollection/Current,KEY,,2022-04-11 14:23:32
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$de${9225f034-ba9b-4eb3-97bb-7bafd20c419d}$start.tilegrid$windows.data.curatedtilecollection.tilecollection/Current/Data,BINARY,%02%00%00%00%F4`%08%B9%AFM%D8%01%00%00%00%00CB%01%00%0A%0A%00%D0%14%0C%D0%1E%02%D0(%02%CA2%00%CC%8D%12%01&{%00C%007%009%003%00C%000%005%00B%00-%004%008%000%003%00-%004%003%008%00E%00-%00B%00C%003%002%00-%00A%005%008%002%001%000%00C%00A%004%00A%005%006%00}%00%E2%2C%01%01%00%CD%0A%12%0A%03&{%001%008%005%002%00A%004%00D%009%00-%00D%00E%00C%00B%00-%004%001%004%001%00-%009%00C%007%00C%00-%00E%006%007%00A%00D%000%00B%002%000%001%00F%003%00}%00%0A%05%D9%C9%CA%C2%01$%CB%BD%03D%C1%82%01f%9C%F9%99%D7%87%DA%EC%80%F3%01%00%D2%0AIP%00~%00M%00i%00c%00r%00o%00s%00o%00f%00t%00.%00M%00i%00c%00r%00o%00s%00o%00f%00t%00O%00f%00f%00i%00c%00e%00H%00u%00b%00_%008%00w%00e%00k%00y%00b%003%00d%008%00b%00b%00w%00e%00!%00M%00i%00c%00r%00o%00s%00o%00f%00t%00.%00M%00i%00c%00r%00o%00s%00o%00f%00t%00O%00f%00f%00i%00c%00e%00H%00u%00b%00%CA%14%00%CA%1E%10%040%04%00%C22%01%00&{%008%009%003%00C%008%00E%008%00E%00-%000%006%002%002%00-%004%003%004%007%00-%00B%000%002%004%00-%00D%007%008%007%009%005%008%009%003%002%009%00A%00}%00%0A%05%8E%9D%F2%C9%08$%A2%0CD%C7%86%01f%B0%C9%DC%BE%D8%B2%A2%99%9A%01%00%D2%0A%08W%00~%00M%00S%00E%00d%00g%00e%00%CA%14%10%04%00%CA%1E%10%040%04%00%C22%01%00&{%009%009%002%004%003%007%005%00A%00-%008%003%00F%002%00-%004%000%006%00A%00-%009%004%00E%00C%00-%00C%006%00A%007%003%00E%002%00E%009%00C%006%007%00}%00%0A%05%DA%EE%90%C9%09$%F2%87%02D%EA%80%01f%94%D9%9B%BE%EA%C7%8B%CEg%00%D2%0A*P%00~%00M%00i%00c%00r%00o%00s%00o%00f%00t%00.%00W%00i%00n%00d%00o%00w%00s%00S%00t%00o%00r%00e%00_%008%00w%00e%00k%00y%00b%003%00d%008%00b%00b%00w%00e%00!%00A%00p%00p%00%CA%14%10%08%00%CA%1E%10%040%04%00%C22%01%00%CD%14%12%0A%01&{%00C%007%009%003%00C%000%005%00B%00-%004%008%000%003%00-%004%003%008%00E%00-%00B%00C%003%002%00-%00A%005%008%002%001%000%00C%00A%004%00A%005%006%00}%00%0A%05%DB%80%CF%BC%0C$%83%90%01D%8E%87%01f%BC%E5%94%95%88%C2%B2%A5V%00%D2%0A%0CP%00r%00o%00d%00u%00c%00t%00i%00v%00i%00t%00y%00%CA%1E%00%CC=%12%03&{%001%008%005%002%00A%004%00D%009%00-%00D%00E%00C%00B%00-%004%001%004%001%00-%009%00C%007%00C%00-%00E%006%007%00A%00D%000%00B%002%000%001%00F%003%00}%00&{%008%009%003%00C%008%00E%008%00E%00-%000%006%002%002%00-%004%003%004%007%00-%00B%000%002%004%00-%00D%007%008%007%009%005%008%009%003%002%009%00A%00}%00&{%009%009%002%004%003%007%005%00A%00-%008%003%00F%002%00-%004%000%006%00A%00-%009%004%00E%00C%00-%00C%006%00A%007%003%00E%002%00E%009%00C%006%007%00}%00%CAP%00%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$microsoft.quiethoursprofile.unrestricted$windows.data.notifications.quiethoursprofile,KEY,,2022-04-11 14:28:04
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$microsoft.quiethoursprofile.unrestricted$windows.data.notifications.quiethoursprofile/Current,KEY,,2022-04-11 14:28:04
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$microsoft.quiethoursprofile.unrestricted$windows.data.notifications.quiethoursprofile/Current/Data,BINARY,%02%00%00%00}$%EAZ%B0M%D8%01%00%00%00%00CB%01%00%C2%0A%01%CD%14%06%02%05%00%01%01%01%02%01%03%01%04%01%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment0$windows.data.notifications.quietmoment,KEY,,2022-04-11 14:18:04
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment0$windows.data.notifications.quietmoment/Current,KEY,,2022-04-11 15:04:02
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment0$windows.data.notifications.quietmoment/Current/Data,BINARY,%02%00%00%00%03joa%B5M%D8%01%00%00%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment1$windows.data.notifications.quietmoment,KEY,,2022-04-11 14:18:04
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment1$windows.data.notifications.quietmoment/Current,KEY,,2022-04-11 15:04:02
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment1$windows.data.notifications.quietmoment/Current/Data,BINARY,%02%00%00%00%8F@pa%B5M%D8%01%00%00%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment2$windows.data.notifications.quietmoment,KEY,,2022-04-11 14:18:04
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment2$windows.data.notifications.quietmoment/Current,KEY,,2022-04-11 15:04:02
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment2$windows.data.notifications.quietmoment/Current/Data,BINARY,%02%00%00%00%E7%0Eqa%B5M%D8%01%00%00%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment4$windows.data.notifications.quietmoment,KEY,,2022-04-11 14:18:04
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment4$windows.data.notifications.quietmoment/Current,KEY,,2022-04-11 15:04:02
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment4$windows.data.notifications.quietmoment/Current/Data,BINARY,%02%00%00%00^%12za%B5M%D8%01%00%00%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment5$windows.data.notifications.quietmoment,KEY,,2022-04-11 14:18:04
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment5$windows.data.notifications.quietmoment/Current,KEY,,2022-04-11 15:04:02
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmoment5$windows.data.notifications.quietmoment/Current/Data,BINARY,%02%00%00%00%1B%E7za%B5M%D8%01%00%00%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentemergency$windows.data.notifications.quietmoment,KEY,,2022-04-11 14:18:04
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentemergency$windows.data.notifications.quietmoment/Current,KEY,,2022-04-11 15:04:02
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentemergency$windows.data.notifications.quietmoment/Current/Data,BINARY,%02%00%00%00%8D%B0ya%B5M%D8%01%00%00%00%00CB%01%00%C2%0A%01%C2%14%01%D2%1E(M%00i%00c%00r%00o%00s%00o%00f%00t%00.%00Q%00u%00i%00e%00t%00H%00o%00u%00r%00s%00P%00r%00o%00f%00i%00l%00e%00.%00U%00n%00r%00e%00s%00t%00r%00i%00c%00t%00e%00d%00%CAP%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentfullscreen$windows.data.notifications.quietmoment,KEY,,2022-04-11 14:18:04
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentfullscreen$windows.data.notifications.quietmoment/Current,KEY,,2022-04-11 15:04:02
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentfullscreen$windows.data.notifications.quietmoment/Current/Data,BINARY,%02%00%00%00Q%8Bza%B5M%D8%01%00%00%00%00CB%01%00%C2%0A%01%C2%14%01%D2%1E&M%00i%00c%00r%00o%00s%00o%00f%00t%00.%00Q%00u%00i%00e%00t%00H%00o%00u%00r%00s%00P%00r%00o%00f%00i%00l%00e%00.%00A%00l%00a%00r%00m%00s%00O%00n%00l%00y%00%C2(%01%CAP%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentgame$windows.data.notifications.quietmoment,KEY,,2022-04-11 14:18:04
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentgame$windows.data.notifications.quietmoment/Current,KEY,,2022-04-11 15:04:02
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentgame$windows.data.notifications.quietmoment/Current/Data,BINARY,%02%00%00%00%FE%B6pa%B5M%D8%01%00%00%00%00CB%01%00%C2%0A%01%C2%14%01%D2%1E(M%00i%00c%00r%00o%00s%00o%00f%00t%00.%00Q%00u%00i%00e%00t%00H%00o%00u%00r%00s%00P%00r%00o%00f%00i%00l%00e%00.%00P%00r%00i%00o%00r%00i%00t%00y%00O%00n%00l%00y%00%C2(%01%CAP%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentpresentation$windows.data.notifications.quietmoment,KEY,,2022-04-11 14:18:04
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentpresentation$windows.data.notifications.quietmoment/Current,KEY,,2022-04-11 15:04:02
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentpresentation$windows.data.notifications.quietmoment/Current/Data,BINARY,%02%00%00%00r%E5oa%B5M%D8%01%00%00%00%00CB%01%00%C2%0A%01%C2%14%01%D2%1E&M%00i%00c%00r%00o%00s%00o%00f%00t%00.%00Q%00u%00i%00e%00t%00H%00o%00u%00r%00s%00P%00r%00o%00f%00i%00l%00e%00.%00A%00l%00a%00r%00m%00s%00O%00n%00l%00y%00%C2(%01%CAP%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentscheduled$windows.data.notifications.quietmoment,KEY,,2022-04-11 14:18:04
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentscheduled$windows.data.notifications.quietmoment/Current,KEY,,2022-04-11 15:04:02
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/Cache/DefaultAccount/$quietmomentscheduled$windows.data.notifications.quietmoment/Current/Data,BINARY,%02%00%00%00%CA%C4na%B5M%D8%01%00%00%00%00CB%01%00%C2%0A%01%D2%1E(M%00i%00c%00r%00o%00s%00o%00f%00t%00.%00Q%00u%00i%00e%00t%00H%00o%00u%00r%00s%00P%00r%00o%00f%00i%00l%00e%00.%00P%00r%00i%00o%00r%00i%00t%00y%00O%00n%00l%00y%00%C2(%01%D12%80%E0%AA%8A%990%D1<%80%E0%F6%C5%D5%0E%CAP%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount,KEY,,2022-04-11 14:23:30
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Cloud,KEY,,2022-04-11 14:18:26
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Cloud/default$windows.data.bluelightreduction.bluelightreductionstate,KEY,,2022-04-11 14:18:26
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Cloud/default$windows.data.bluelightreduction.bluelightreductionstate/windows.data.bluelightreduction.bluelightreductionstate,KEY,,2022-04-11 14:18:26
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Cloud/default$windows.data.bluelightreduction.settings,KEY,,2022-04-11 14:18:26
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Cloud/default$windows.data.bluelightreduction.settings/windows.data.bluelightreduction.settings,KEY,,2022-04-11 14:23:30
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Cloud/default$windows.data.bluelightreduction.settings/windows.data.bluelightreduction.settings/Data,BINARY,CB%01%00%0A%00&%B2%F1%D0%92%06%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/CloudCacheInvalidator,KEY,,2022-04-11 14:23:30
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/CloudCacheInvalidator/9a54bad3-fea4-41af-c5a1-7d310801f91d,SZ,{%0A   %22DatabaseInstanceId%22 : 45410%2C%0A   %22Sequence%22 : 1%2C%0A   %22activityStoreId%22 : %229A54BAD3-FEA4-41AF-C5A1-7D310801F91D%22%2C%0A   %22filter%22 : {%0A      %22isReadFilter%22 : 0%2C%0A      %22originFilterKey%22 : 0%2C%0A      %22stateFilterKey%22 : 0%2C%0A      %22userActionStateFilter%22 : 0%0A   }%0A}%0A,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Current,KEY,,2022-04-11 14:18:40
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Current/default$windows.data.bluelightreduction.bluelightreductionstate,KEY,,2022-04-11 14:18:26
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Current/default$windows.data.bluelightreduction.bluelightreductionstate/windows.data.bluelightreduction.bluelightreductionstate,KEY,,2022-04-11 14:18:26
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Current/default$windows.data.bluelightreduction.bluelightreductionstate/windows.data.bluelightreduction.bluelightreductionstate/Data,BINARY,CB%01%00%0A%02%01%00**%00%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Current/default$windows.data.bluelightreduction.settings,KEY,,2022-04-11 14:18:26
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Current/default$windows.data.bluelightreduction.settings/windows.data.bluelightreduction.settings,KEY,,2022-04-11 14:18:26
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Current/default$windows.data.bluelightreduction.settings/windows.data.bluelightreduction.settings/Data,BINARY,CB%01%00%0A%02%01%00*%06%B2%F1%D0%92%06*+%0E%15CB%01%00%CA%14%0E%15%00%CA%1E%0E%07%00%CA2%00%CA<%00%00%00%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Current/default$windows.data.globalization.culture.culturesettings,KEY,,2022-04-11 14:18:40
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Current/default$windows.data.globalization.culture.culturesettings/windows.data.globalization.culture.culturesettings,KEY,,2022-04-11 14:18:40
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/Store/DefaultAccount/Current/default$windows.data.globalization.culture.culturesettings/windows.data.globalization.culture.culturesettings/Data,BINARY,CB%01%00%0A%02%01%00**%00%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/SystemMetaData,KEY,,2022-04-11 14:23:05
/SOFTWARE/Microsoft/Windows/CurrentVersion/CloudStore/SystemMetaData/HasCuratedTileCollectionsInitialized,DWORD,0x00000001,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager,KEY,,2022-04-11 14:23:05
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/FeatureManagementEnabled,DWORD,0x00000000,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/OemPreInstalledAppsEnabled,DWORD,0x00000001,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/PreInstalledAppsEnabled,DWORD,0x00000001,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/RotatingLockScreenEnabled,DWORD,0x00000001,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/RotatingLockScreenOverlayEnabled,DWORD,0x00000001,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/SilentInstalledAppsEnabled,DWORD,0x00000001,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/SoftLandingEnabled,DWORD,0x00000001,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/SystemPaneSuggestionsEnabled,DWORD,0x00000001,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/SlideshowEnabled,DWORD,0x00000000,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/IdentityProvider,SZ,{ED4515F3-DA33-4717-9228-3D8668614BE6},
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/ContentDeliveryAllowed,DWORD,0x00000001,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/SubscribedContent-338389Enabled,DWORD,0x00000001,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/SubscribedContent-338388Enabled,DWORD,0x00000001,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/PreInstalledAppsEverEnabled,DWORD,0x00000001,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/CreativeEvents,KEY,,2022-04-11 14:23:07
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/CreativeEvents/FeatureManagement,KEY,,2022-04-11 14:23:05
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/CreativeEvents/SubscribedContent-280815,KEY,,2022-04-11 14:23:05
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/CreativeEvents/SubscribedContent-310091,KEY,,2022-04-11 14:23:05
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/CreativeEvents/SubscribedContent-310093,KEY,,2022-04-11 14:23:07
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/CreativeEvents/SubscribedContent-314559,KEY,,2022-04-11 14:23:07
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/CreativeEvents/SubscribedContent-338387,KEY,,2022-04-11 14:23:07
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/CreativeEvents/SubscribedContent-338388,KEY,,2022-04-11 14:23:07
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/CreativeEvents/SubscribedContent-338389,KEY,,2022-04-11 14:23:07
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/CreativeEvents/SubscribedContent-88000045,KEY,,2022-04-11 14:23:07
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health,KEY,,2022-04-11 14:24:02
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-10,KEY,,2022-04-11 15:09:01
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-10/HealthEvaluation,BINARY,%04%00%00%00%00%00%00%00%AA%97%F0%A9%AFM%D8%01%02%00%02%00%00%00%00%00%AA%97%F0%A9%AFM%D8%01%02%01%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-10/,BINARY,%04%00%00%00%00%00%00%00%DE;%95%13%B6M%D8%01%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%01%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-8,KEY,,2022-04-11 14:23:05
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-8/HealthEvaluation,BINARY,%04%00%00%00:%00S%00%85u%DC%A8%AFM%D8%01%02%00%02%00%00%00%00%00%85u%DC%A8%AFM%D8%01%01%01%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-SubscribedContent-202914,KEY,,2022-04-11 15:09:49
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-SubscribedContent-202914/,BINARY,%04%00%00%00%00%00%00%00Pw%88%CC%AFM%D8%01%FD2%C5%C5/S%D8%01%BC%CBi%14%B6M%D8%01%00%00%00%00%00%00%00%00f%F9%AD.%B6M%D8%01S2l%F7%AFM%D8%01%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%01%00%00%00%01%00%00%00%00%00%00%00%00%00%00%00%01%01%01%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-SubscribedContent-202914/HealthEvaluation,BINARY,%04%00%00%00%00%00%00%00%FD%FA%8F%CC%AFM%D8%01%02%00%01%00%00%00%00%00%19%CD.0%B6M%D8%01%01%01%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-SubscribedContent-280810,KEY,,2022-04-11 15:09:49
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-SubscribedContent-280810/,BINARY,%04%00%00%00%00%00%00%00%D8%07%BF%CC%AFM%D8%01%FD2%C5%C5/S%D8%01%AF%E5%BD%83%EC%AF%E7%01%00%00%00%00%00%00%00%00f%F9%AD.%B6M%D8%01%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%01%00%00%00%01%00%00%00%00%00%00%00%00%00%00%00%01%00%01%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-SubscribedContent-280810/HealthEvaluation,BINARY,%04%00%00%00%FE%7F%00%00^z%C7%CC%AFM%D8%01%02%00%02%00%00%00%00%00^z%C7%CC%AFM%D8%01%06%01%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-SubscribedContent-280811,KEY,,2022-04-11 15:09:49
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-SubscribedContent-280811/,BINARY,%04%00%00%00%00%00%00%00E%E8%E9%CC%AFM%D8%01%FD2%C5%C5/S%D8%01%AF%E5%BD%83%EC%AF%E7%01%00%00%00%00%00%00%00%00%DB%EA=.%B6M%D8%01%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%01%00%00%00%01%00%00%00%00%00%00%00%00%00%00%00%01%00%01%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-SubscribedContent-280811/HealthEvaluation,BINARY,%04%00%00%00%FE%7F%00%00u%E9%F3%CC%AFM%D8%01%02%00%02%00%00%00%00%00u%E9%F3%CC%AFM%D8%01%06%01%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-SubscribedContent-280815,KEY,,2022-04-11 15:10:25
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-SubscribedContent-280815/,BINARY,%04%00%00%00%00%00%00%00U%CA%CF0%B6M%D8%01%FD2%C5%C5/S%D8%01-%AC%A4%82%EC%AF%E7%01%00%00%00%00%00%00%00%00%14%9A%ADE%B6M%D8%01%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%00%01%00%00%00%01%00%00%00%00%00%00%00%00%00%00%00%01%00%01%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-SubscribedContent-280815/HealthEvaluation,BINARY,%04%00%00%00%F2%01%00%00%E3%8B%DE%A8%AFM%D8%01%02%00%02%00%00%00%00%00%E3%8B%DE%A8%AFM%D8%01%04%01%00%00,
/SOFTWARE/Microsoft/Windows/CurrentVersion/ContentDeliveryManager/Health/Placement-SubscribedContent-310091,KEY,,2022-04-11 15:10:23
